<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
DRE.US,D,20140822,000000,14.3726,14.5058,14.1846,14.2622,1615485.1452974,0
DRE.US,D,20140825,000000,14.3248,14.3378,14.1388,14.2164,1102223.6530836,0
DRE.US,D,20140826,000000,14.2313,14.3089,14.1388,14.1776,2296727.8237748,0
DRE.US,D,20140827,000000,14.2104,14.2721,14.107,14.1707,1891930.5753569,0
DRE.US,D,20140828,000000,14.1537,14.2104,14.1249,14.1776,1220343.640578,0
DRE.US,D,20140829,000000,14.1776,14.4293,14.1627,14.3726,3288359.8326391,0
DRE.US,D,20140902,000000,14.3477,14.473,14.2622,14.3089,3007535.9390429,0
DRE.US,D,20140903,000000,14.3248,14.4034,14.2393,14.288,2642805.4021899,0
DRE.US,D,20140904,000000,14.2721,14.3626,14.0782,14.1169,2896976.4672308,0
DRE.US,D,20140905,000000,14.1776,14.3248,14.1299,14.288,4266271.3152381,0
DRE.US,D,20140908,000000,14.288,14.3328,14.1846,14.295,3728810.1405148,0
DRE.US,D,20140909,000000,14.295,14.295,14.1537,14.2164,4186261.5547983,0
DRE.US,D,20140910,000000,14.1627,14.1627,14.0324,14.0543,1850074.2736438,0
DRE.US,D,20140911,000000,14.0155,14.1169,13.9588,14.0543,1323103.3144296,0
DRE.US,D,20140912,000000,13.9996,14.0155,13.5689,13.6514,3789233.9427092,0
DRE.US,D,20140915,000000,13.6445,13.739,13.5052,13.554,2662891.038134,0
DRE.US,D,20140916,000000,13.5361,13.7708,13.5361,13.6833,3306764.4603091,0
DRE.US,D,20140917,000000,13.731,13.9319,13.6902,13.7977,3327288.4453008,0
DRE.US,D,20140918,000000,13.8046,13.8931,13.545,13.5848,2481946.3825611,0
DRE.US,D,20140919,000000,13.6445,13.6445,13.4058,13.4674,7025828.3722304,0
DRE.US,D,20140922,000000,13.4446,13.4585,13.3103,13.4147,3125126.0872069,0
DRE.US,D,20140923,000000,13.3988,13.4287,13.2098,13.2188,2659508.9138315,0
DRE.US,D,20140924,000000,13.2188,13.3839,13.1054,13.2665,3498924.2159399,0
DRE.US,D,20140925,000000,13.2019,13.2446,13.0865,13.172,2834528.8195486,0
DRE.US,D,20140926,000000,13.1581,13.3918,13.0954,13.3918,2815122.8257058,0
DRE.US,D,20140929,000000,13.2924,13.4207,13.2267,13.4147,2432019.8335899,0
DRE.US,D,20140930,000000,13.3988,13.4147,13.2188,13.2765,4033801.5442133,0
DRE.US,D,20141001,000000,13.2596,13.4147,13.2267,13.3033,4052743.0489278,0
DRE.US,D,20141002,000000,13.2665,13.4287,13.179,13.3342,4361069.3237058,0
DRE.US,D,20141003,000000,13.3918,13.4585,13.2844,13.2924,3471121.2238287,0
DRE.US,D,20141006,000000,13.3103,13.4824,13.3103,13.4207,3099466.5817226,0
DRE.US,D,20141007,000000,13.3411,13.4993,13.2984,13.3182,2976794.1986154,0
DRE.US,D,20141008,000000,13.3103,13.6445,13.2844,13.6445,2309756.6432862,0
DRE.US,D,20141009,000000,13.6276,13.8454,13.5132,13.545,3937513.5511391,0
DRE.US,D,20141010,000000,13.5192,13.7469,13.4585,13.4993,2751194.2419066,0
DRE.US,D,20141013,000000,13.4993,13.6445,13.4058,13.4356,2540337.2907782,0
DRE.US,D,20141014,000000,13.5132,13.9319,13.4356,13.8852,4463030.7197048,0
DRE.US,D,20141015,000000,13.7708,13.9588,13.5997,13.6604,5423733.986025,0
DRE.US,D,20141016,000000,13.5192,13.8225,13.4525,13.7708,3831393.8715148,0
DRE.US,D,20141017,000000,13.8931,13.9081,13.6445,13.7768,4018827.2994565,0
DRE.US,D,20141020,000000,13.7221,14.0543,13.7221,14.0453,1936661.280572,0
DRE.US,D,20141021,000000,14.0951,14.1,13.9459,14.0782,2866064.8162779,0
DRE.US,D,20141022,000000,14.1,14.1776,14.0453,14.0702,3419551.871317,0
DRE.US,D,20141023,000000,14.107,14.2622,14.0075,14.1388,8806777.2129312,0
DRE.US,D,20141024,000000,14.1707,14.2622,14.107,14.2104,3487458.7743388,0
DRE.US,D,20141027,000000,14.2104,14.301,14.1,14.288,3072646.8588052,0
DRE.US,D,20141028,000000,14.3865,14.4034,14.2104,14.3248,3033043.6309809,0
DRE.US,D,20141029,000000,14.3089,14.3726,14.1388,14.2472,3570247.4264469,0
DRE.US,D,20141030,000000,14.2472,14.5178,14.1468,14.4989,3052648.6915931,0
DRE.US,D,20141031,000000,14.5864,14.659,14.4989,14.6501,3742265.2444211,0
DRE.US,D,20141103,000000,14.6431,14.9554,14.5924,14.9415,4460356.3883598,0
DRE.US,D,20141104,000000,14.9475,14.9982,14.7485,14.9793,3545467.6352209,0
DRE.US,D,20141105,000000,15.0141,15.1056,14.9892,15.0957,4782971.233467,0
DRE.US,D,20141106,000000,15.1056,15.1514,14.9345,14.9554,2846953.4010381,0
DRE.US,D,20141107,000000,14.9892,15.1056,14.9256,15.0141,4092034.6065577,0
DRE.US,D,20141110,000000,14.9793,15.1742,14.9703,15.1364,3969734.2169082,0
DRE.US,D,20141111,000000,15.1514,15.2449,15.0648,15.1742,2943275.5772949,0
DRE.US,D,20141112,000000,15.1742,15.2051,14.848,14.8888,2925379.6758131,0
DRE.US,D,20141113,000000,14.8888,15.0211,14.8649,14.9316,2324561.9829054,0
DRE.US,D,20141114,000000,14.9405,14.9773,14.6988,14.7446,2258653.7906782,0
DRE.US,D,20141117,000000,14.7446,14.8798,14.6759,14.6809,3099661.626941,0
DRE.US,D,20141118,000000,14.7147,14.8649,14.6899,14.7625,2720931.0660355,0
DRE.US,D,20141119,000000,14.7704,14.8072,14.654,14.7147,2309740.5570826,0
DRE.US,D,20141120,000000,14.6988,14.7754,14.654,14.7535,2414401.4191198,0
DRE.US,D,20141121,000000,14.84,14.9614,14.7843,14.9176,3173018.7368131,0
DRE.US,D,20141124,000000,14.9873,15.1663,14.9693,15.0439,3397798.2971393,0
DRE.US,D,20141125,000000,15.0569,15.1215,14.9873,15.0569,2501607.7448858,0
DRE.US,D,20141126,000000,15.0778,15.1514,15.037,15.1514,2153420.8630263,0
DRE.US,D,20141128,000000,15.1812,15.3453,15.0708,15.1514,1922353.607876,0
DRE.US,D,20141201,000000,15.1136,15.2051,15.0211,15.0439,3037052.1118353,0
DRE.US,D,20141202,000000,15.0569,15.1514,14.9176,15.1454,3470545.136663,0
DRE.US,D,20141203,000000,15.1454,15.1514,15.03,15.1046,2643607.7015935,0
DRE.US,D,20141204,000000,15.1136,15.1454,14.9873,15.1215,3621977.6409945,0
DRE.US,D,20141205,000000,15.0708,15.1454,14.9405,15.1136,2252556.114134,0
DRE.US,D,20141208,000000,15.0708,15.3234,15.0708,15.1742,3001547.8497606,0
DRE.US,D,20141209,000000,15.0638,15.2598,15.0519,15.213,2005921.43547,0
DRE.US,D,20141210,000000,15.1981,15.2856,15.1046,15.1812,3539140.7302756,0
DRE.US,D,20141211,000000,15.2459,15.3294,15.213,15.2538,3062484.399694,0
DRE.US,D,20141212,000000,15.2051,15.3374,15.037,15.0439,3123504.3968086,0
DRE.US,D,20141215,000000,15.1364,15.1981,14.7843,14.7913,2929424.3506255,0
DRE.US,D,20141216,000000,14.7843,15.0638,14.6899,14.9693,4872772.4649478,0
DRE.US,D,20141217,000000,15.0867,15.5333,15.0439,15.5333,4199536.6943021,0
DRE.US,D,20141218,000000,15.6268,15.7183,15.5045,15.7183,4573870.6946918,0
DRE.US,D,20141219,000000,15.7114,15.8198,15.6596,15.775,6474733.1345861,0
DRE.US,D,20141222,000000,15.775,15.967,15.7342,15.8775,3579776.4912922,0
DRE.US,D,20141223,000000,15.96,16.0028,15.8387,15.9461,2081218.9436488,0
DRE.US,D,20141224,000000,15.9222,16.0107,15.8476,15.9461,1006347.8689761,0
DRE.US,D,20141226,000000,15.9938,16.0704,15.9759,16.0107,1357106.5326329,0
DRE.US,D,20141229,000000,16.0107,16.2107,16.0107,16.0774,2756310.6600325,0
DRE.US,D,20141230,000000,16.0555,16.1719,15.96,16.0107,2879613.4212425,0
DRE.US,D,20141231,000000,16.0555,16.2325,15.7114,15.7422,2291390.2203496,0
DRE.US,D,20150102,000000,15.8287,15.9361,15.7601,15.9302,2103846.1997584,0
DRE.US,D,20150105,000000,15.8844,15.9839,15.7899,15.9153,2855475.0673842,0
DRE.US,D,20150106,000000,15.9759,16.1719,15.9302,16.1261,4586082.1339839,0
DRE.US,D,20150107,000000,16.2107,16.4613,16.141,16.4524,3080423.532848,0
DRE.US,D,20150108,000000,16.5469,16.7239,16.4215,16.7239,4400305.5850109,0
DRE.US,D,20150109,000000,16.7557,16.7647,16.5001,16.5916,2627188.7146777,0
DRE.US,D,20150112,000000,16.5757,16.7169,16.5757,16.6752,2685309.1735971,0
DRE.US,D,20150113,000000,16.7169,16.8134,16.4295,16.5598,2815911.0496812,0
DRE.US,D,20150114,000000,16.6085,16.8572,16.4613,16.8204,3794267.9190418,0
DRE.US,D,20150115,000000,16.9039,16.9377,16.7478,16.8572,2795732.9180665,0
DRE.US,D,20150116,000000,16.8651,17.1804,16.8134,17.1536,2481807.6390552,0
DRE.US,D,20150120,000000,17.1804,17.2501,16.881,16.9586,2804445.6080801,0
DRE.US,D,20150121,000000,16.9527,17.0481,16.8572,17.0034,1867943.0296571,0
DRE.US,D,20150122,000000,17.1138,17.3326,16.9745,17.3326,2287461.1651254,0
DRE.US,D,20150123,000000,17.3565,17.3565,17.1038,17.2411,3113643.5540145,0
DRE.US,D,20150126,000000,17.2322,17.4878,17.1536,17.4739,3859673.4174071,0
DRE.US,D,20150127,000000,17.4201,17.6221,17.3565,17.5982,3506461.6077045,0
DRE.US,D,20150128,000000,17.639,17.6927,17.3565,17.3814,2840491.7741379,0
DRE.US,D,20150129,000000,17.5435,17.639,17.3018,17.4639,2802189.5180281,0
DRE.US,D,20150130,000000,17.4052,17.451,16.9885,17.0133,3242384.457422,0
DRE.US,D,20150202,000000,17.071,17.1038,16.5757,16.9666,3402397.9459752,0
DRE.US,D,20150203,000000,16.9885,17.071,16.8482,17.0641,3772954.704687,0
DRE.US,D,20150204,000000,17.0133,17.0392,16.897,16.9467,2234468.1835969,0
DRE.US,D,20150205,000000,17.0641,17.2769,16.9377,17.264,1974015.4560584,0
DRE.US,D,20150206,000000,17.3018,17.3018,16.6752,16.7557,3799375.2886782,0
DRE.US,D,20150209,000000,16.7557,16.8651,16.5081,16.5538,3035113.724304,0
DRE.US,D,20150210,000000,16.6085,16.6085,16.3201,16.5299,3664701.5923131,0
DRE.US,D,20150211,000000,16.5379,16.6344,16.327,16.4703,2593264.9221046,0
DRE.US,D,20150212,000000,16.5379,16.9775,16.4782,16.9626,2866156.3065608,0
DRE.US,D,20150213,000000,16.9775,17.074,16.8154,16.9924,4379611.689494,0
DRE.US,D,20150217,000000,16.9775,17.1277,16.7328,16.8094,3068988.2528786,0
DRE.US,D,20150218,000000,16.8094,16.9556,16.6503,16.9487,2276718.5972977,0
DRE.US,D,20150219,000000,16.8512,16.885,16.5846,16.6851,2685433.8416748,0
DRE.US,D,20150220,000000,16.6284,16.892,16.6095,16.8602,2968196.1228023,0
DRE.US,D,20150223,000000,16.892,17.0611,16.8154,17.0611,2447387.1849466,0
DRE.US,D,20150224,000000,17.0004,17.0004,16.6851,16.8224,3517367.0483435,0
DRE.US,D,20150225,000000,16.7925,16.9924,16.6921,16.8154,3215098.2346008,0
DRE.US,D,20150226,000000,16.7667,16.7746,16.5081,16.6503,2974932.2205511,0
DRE.US,D,20150227,000000,16.6762,16.8999,16.5757,16.7836,4163412.1080018,0
DRE.US,D,20150302,000000,16.7667,17.081,16.711,16.8224,2513024.9278761,0
DRE.US,D,20150303,000000,16.7508,16.8293,16.6582,16.8015,1679889.2774899,0
DRE.US,D,20150304,000000,16.7667,16.8154,16.5478,16.5846,1812381.2824946,0
DRE.US,D,20150305,000000,16.6185,16.7925,16.5926,16.6672,1938382.504355,0
DRE.US,D,20150306,000000,16.3827,16.3827,15.9262,15.955,3281250.7360448,0
DRE.US,D,20150309,000000,16.14,16.2087,15.6606,16.0376,2405732.966166,0
DRE.US,D,20150310,000000,15.8804,16.147,15.8655,16.0525,2688533.452027,0
DRE.US,D,20150311,000000,16.0684,16.147,15.9172,16.0227,3479162.3148429,0
DRE.US,D,20150312,000000,16.1132,16.2823,16.0754,16.2306,2821284.8470643,0
DRE.US,D,20150313,000000,16.1778,16.3111,16.0973,16.1928,3725815.0904859,0
DRE.US,D,20150316,000000,16.2892,16.5926,16.2753,16.5677,2044276.9771291,0
DRE.US,D,20150317,000000,16.5379,16.6921,16.4295,16.6582,2097092.0050305,0
DRE.US,D,20150318,000000,16.6672,17.1277,16.5538,17.081,2842665.4223965,0
DRE.US,D,20150319,000000,17.0253,17.1416,16.885,17.069,2752936.5788318,0
DRE.US,D,20150320,000000,17.1108,17.6867,17.0889,17.6698,5885784.0437567,0
DRE.US,D,20150323,000000,17.632,17.7792,17.5544,17.6071,2684081.5951864,0
DRE.US,D,20150324,000000,17.5932,17.5932,17.2928,17.2928,2733843.260571,0
DRE.US,D,20150325,000000,17.3644,17.4052,16.9706,17.0531,2206294.2034157,0
DRE.US,D,20150326,000000,16.9924,17.0889,16.8442,16.9706,2949188.262498,0
DRE.US,D,20150327,000000,16.8293,17.081,16.8293,17.0531,1838853.1412596,0
DRE.US,D,20150330,000000,17.1357,17.4639,17.074,17.3714,4693989.3929809,0
DRE.US,D,20150331,000000,17.2928,17.3644,17.0611,17.1009,3172462.7574018,0
DRE.US,D,20150401,000000,17.1108,17.2302,16.9268,17.0959,3087667.3513973,0
DRE.US,D,20150402,000000,17.1357,17.3893,17.069,17.3167,3154102.3667916,0
DRE.US,D,20150406,000000,17.3316,17.4808,17.3167,17.4569,4139712.103191,0
DRE.US,D,20150407,000000,17.2152,17.3167,16.8154,16.8999,5824112.5553972,0
DRE.US,D,20150408,000000,16.8999,16.9417,16.6433,16.6582,6047292.543855,0
DRE.US,D,20150409,000000,16.6095,16.6503,16.2087,16.2236,4661741.5817432,0
DRE.US,D,20150410,000000,16.3181,16.4434,16.0585,16.14,5018413.9359907,0
DRE.US,D,20150413,000000,16.14,16.2236,16.0465,16.0804,2703554.9500068,0
DRE.US,D,20150414,000000,16.1132,16.2485,16.0804,16.1997,3098230.9602102,0
DRE.US,D,20150415,000000,16.2236,16.2892,16.155,16.1709,2869930.5320756,0
DRE.US,D,20150416,000000,16.1132,16.326,16.0376,16.2753,3085743.0392941,0
DRE.US,D,20150417,000000,16.14,16.2753,15.9799,16.0903,2459062.752582,0
DRE.US,D,20150420,000000,16.14,16.2574,16.0525,16.0754,2355577.1887938,0
DRE.US,D,20150421,000000,16.155,16.2823,15.955,16.0306,2947666.1054843,0
DRE.US,D,20150422,000000,16.0306,16.1062,15.9322,16.0306,2489546.1083646,0
DRE.US,D,20150423,000000,15.9799,16.0804,15.955,16.0137,1629997.917089,0
DRE.US,D,20150424,000000,16.0684,16.14,15.9481,16.0465,1655847.4408531,0
DRE.US,D,20150427,000000,16.0804,16.1639,15.9033,15.9889,1950473.2971202,0
DRE.US,D,20150428,000000,15.9481,16.0376,15.7352,15.8804,1854379.3438767,0
DRE.US,D,20150429,000000,15.7123,15.8506,15.5184,15.6994,3150032.5572861,0
DRE.US,D,20150430,000000,15.4786,15.7283,15.4159,15.5622,4622336.4153005,0
DRE.US,D,20150501,000000,15.594,15.7929,15.5562,15.7283,3746306.9030704,0
DRE.US,D,20150504,000000,15.8009,15.9262,15.7442,15.8168,2497111.6509854,0
DRE.US,D,20150505,000000,15.769,15.785,15.3354,15.409,3770997.214789,0
DRE.US,D,20150506,000000,15.4159,15.4378,15.2926,15.3682,3735697.0464222,0
DRE.US,D,20150507,000000,15.3602,15.5124,15.3135,15.4637,3360246.0602714,0
DRE.US,D,20150508,000000,15.7044,16.0973,15.6696,15.769,2930355.3396577,0
DRE.US,D,20150511,000000,15.7193,15.7929,15.3752,15.4547,2133748.4414366,0
DRE.US,D,20150512,000000,15.3831,15.5492,15.2568,15.4786,2082118.7656615,0
DRE.US,D,20150513,000000,15.5562,15.7213,15.3055,15.3344,2127798.5568878,0
DRE.US,D,20150514,000000,15.4378,15.6944,15.408,15.6557,2754123.9417335,0
DRE.US,D,20150515,000000,15.6944,15.8904,15.6557,15.7889,2326510.4243139,0
DRE.US,D,20150518,000000,15.7143,15.8536,15.6129,15.8188,1517183.3606127,0
DRE.US,D,20150519,000000,15.7382,16.0356,15.7382,15.9143,2426531.4220062,0
DRE.US,D,20150520,000000,15.9361,16.0565,15.7959,15.9212,2275549.331375,0
DRE.US,D,20150521,000000,15.9361,15.9521,15.7561,15.8765,1956577.0059908,0
DRE.US,D,20150522,000000,15.8188,16.0117,15.78,15.9053,1814004.9836683,0
DRE.US,D,20150526,000000,15.8029,15.9461,15.5055,15.5632,2596566.6153893,0
DRE.US,D,20150527,000000,15.5811,15.8188,15.5731,15.7959,2885976.5201458,0
DRE.US,D,20150528,000000,15.7889,15.8029,15.589,15.6626,2239506.1814804,0
DRE.US,D,20150529,000000,15.6716,15.7382,15.4786,15.5055,4314516.8559353,0
DRE.US,D,20150601,000000,15.5333,15.6944,15.4637,15.5731,2851220.2665375,0
DRE.US,D,20150602,000000,15.5055,15.5263,15.3264,15.408,3174743.9821469,0
DRE.US,D,20150603,000000,15.4,15.5055,15.1772,15.1842,4200963.339482,0
DRE.US,D,20150604,000000,15.1474,15.2986,15.1474,15.2081,2272015.3935262,0
DRE.US,D,20150605,000000,15.0032,15.2488,14.9385,15.0967,2874491.976178,0
DRE.US,D,20150608,000000,15.1315,15.1921,15.0439,15.0439,1790914.2438181,0
DRE.US,D,20150609,000000,15.0439,15.0788,14.8679,14.9087,1925969.9875182,0
DRE.US,D,20150610,000000,14.9156,15.2011,14.8679,15.0648,3059470.2472984,0
DRE.US,D,20150611,000000,15.1384,15.2568,15.1315,15.2011,3680063.9167312,0
DRE.US,D,20150612,000000,15.1623,15.2488,15.0887,15.1066,1658933.9811648,0
DRE.US,D,20150615,000000,14.9873,15.0648,14.852,14.9226,2439827.6746521,0
DRE.US,D,20150616,000000,14.9296,15.0519,14.9087,14.9873,2819230.8399448,0
DRE.US,D,20150617,000000,14.9962,15.0728,14.8361,15.0569,3925271.9502153,0
DRE.US,D,20150618,000000,15.0887,15.3742,15.0519,15.2906,2692299.63444,0
DRE.US,D,20150619,000000,15.2329,15.2409,15.0887,15.1235,5162532.2446322,0
DRE.US,D,20150622,000000,15.1772,15.215,15.0211,15.03,3551799.5671048,0
DRE.US,D,20150623,000000,14.9873,15.2011,14.9693,15.1066,3511610.1982376,0
DRE.US,D,20150624,000000,15.1235,15.2906,15.0967,15.1156,3631413.2047814,0
DRE.US,D,20150625,000000,15.0887,15.0967,14.7734,14.8042,4625035.8813386,0
DRE.US,D,20150626,000000,14.8271,14.9693,14.7565,14.9385,2875001.7077539,0
DRE.US,D,20150629,000000,14.7814,14.9962,14.655,14.655,2755641.0718085,0
DRE.US,D,20150630,000000,14.7475,14.845,14.664,14.7177,3799336.0785569,0
DRE.US,D,20150701,000000,14.7008,14.9445,14.6471,14.9385,3149808.3558237,0
DRE.US,D,20150702,000000,15.0519,15.1921,14.9296,14.9693,2773684.7652858,0
DRE.US,D,20150706,000000,14.852,15.1842,14.852,15.1384,4183424.350642,0
DRE.US,D,20150707,000000,15.224,15.4378,15.1623,15.3433,5377535.4147332,0
DRE.US,D,20150708,000000,15.2737,15.3742,15.1235,15.1384,3302096.445108,0
DRE.US,D,20150709,000000,15.224,15.4378,15.0788,15.1156,2518559.5872951,0
DRE.US,D,20150710,000000,15.1772,15.3672,15.1623,15.224,2989187.6130854,0
DRE.US,D,20150713,000000,15.3672,15.4786,15.224,15.2737,3854866.6587001,0
DRE.US,D,20150714,000000,15.2568,15.3901,15.224,15.2906,3815794.2755939,0
DRE.US,D,20150715,000000,15.2817,15.4,15.1772,15.3344,1248478.410638,0
DRE.US,D,20150716,000000,15.3592,15.589,15.3592,15.5731,1944970.8101084,0
DRE.US,D,20150717,000000,15.5811,15.6795,15.4159,15.4786,2064082.1098983,0
DRE.US,D,20150720,000000,15.3433,15.5333,15.3433,15.4866,1290759.9913582,0
DRE.US,D,20150721,000000,15.4866,15.6875,15.4866,15.6298,4161977.4197201,0
DRE.US,D,20150722,000000,15.6129,15.7382,15.6129,15.6377,2352136.7520033,0
DRE.US,D,20150723,000000,15.6198,15.6557,15.3742,15.5124,3254655.2145898,0
DRE.US,D,20150724,000000,15.4697,15.6795,15.4637,15.6129,2935815.6003851,0
DRE.US,D,20150727,000000,15.596,15.7462,15.5055,15.5731,2486006.1381894,0
DRE.US,D,20150728,000000,15.589,15.8536,15.4965,15.6298,2099157.071415,0
DRE.US,D,20150729,000000,15.6129,15.9143,15.5333,15.8456,2942377.7660577,0
DRE.US,D,20150730,000000,15.7293,15.8993,15.6467,15.8695,3176933.7166091,0
DRE.US,D,20150731,000000,15.968,16.1689,15.9143,15.9849,3976624.1389787,0
DRE.US,D,20150803,000000,16.0038,16.0873,15.9361,16.0276,1764616.3171293,0
DRE.US,D,20150804,000000,16.0356,16.1758,15.8605,15.8904,2151772.0271594,0
DRE.US,D,20150805,000000,15.9361,16.0117,15.6198,15.7143,2345323.2393998,0
DRE.US,D,20150806,000000,15.7014,15.7213,15.3831,15.7074,2189589.6863864,0
DRE.US,D,20150807,000000,15.6716,15.9143,15.408,15.7889,1530235.3040417,0
DRE.US,D,20150810,000000,15.8695,15.9212,15.772,15.8765,2424305.4935859,0
DRE.US,D,20150811,000000,15.6467,15.8456,15.5333,15.7462,5189026.2219272,0
DRE.US,D,20150812,000000,15.6706,15.8267,15.4687,15.7293,5029302.2850384,0
DRE.US,D,20150813,000000,15.7014,16.0296,15.5333,15.7561,2998015.9226872,0
DRE.US,D,20150814,000000,15.7074,15.8466,15.594,15.8029,1524777.0540898,0
DRE.US,D,20150817,000000,15.7889,15.9381,15.6616,15.9013,3991513.9311667,0
DRE.US,D,20150818,000000,15.8615,16.0296,15.8188,15.9968,2749325.2261282,0
DRE.US,D,20150819,000000,16.157,16.3241,16.0068,16.0585,2985255.541698,0
DRE.US,D,20150820,000000,15.9968,16.0754,15.8775,15.9232,2626481.9271079,0
DRE.US,D,20150821,000000,15.8029,15.8844,15.406,15.406,4339402.2128723,0
DRE.US,D,20150824,000000,14.3338,15.0996,14.3338,14.5705,4824898.9177084,0
DRE.US,D,20150825,000000,14.9306,14.9306,14.0702,14.0782,3993013.9696505,0
DRE.US,D,20150826,000000,14.3646,14.5556,14.1567,14.5267,3805622.7679932,0
DRE.US,D,20150827,000000,14.6839,14.9306,14.5118,14.8271,3176274.1822624,0
DRE.US,D,20150828,000000,14.7883,14.8609,14.5118,14.8122,2277091.5961432,0
DRE.US,D,20150831,000000,14.7734,14.7734,14.4133,14.4342,4511282.2927283,0
DRE.US,D,20150901,000000,14.1876,14.3825,14.0881,14.2453,4004647.3110014,0
DRE.US,D,20150902,000000,14.3895,14.5556,14.286,14.5049,3038294.7710618,0
DRE.US,D,20150903,000000,14.5615,14.7088,14.2383,14.6312,2454853.1941828,0
DRE.US,D,20150904,000000,14.47,14.479,14.0881,14.1975,2277595.2953927,0
DRE.US,D,20150908,000000,14.3974,14.479,14.3248,14.4133,1846143.2076441,0
DRE.US,D,20150909,000000,14.6381,14.663,14.2124,14.2283,2086577.6602161,0
DRE.US,D,20150910,000000,14.1975,14.5785,14.1975,14.3974,2472127.7660515,0
DRE.US,D,20150911,000000,14.3487,14.6461,14.3338,14.6381,2536288.5944148,0
DRE.US,D,20150914,000000,14.6759,14.6998,14.5466,14.654,2104841.5336048,0
DRE.US,D,20150915,000000,14.663,14.8361,14.5267,14.8122,2792609.178409,0
DRE.US,D,20150916,000000,14.845,15.0599,14.8042,15.0231,2864164.6334801,0
DRE.US,D,20150917,000000,15.032,15.4935,14.9306,15.1872,3394245.2569237,0
DRE.US,D,20150918,000000,14.9047,15.3632,14.9047,15.1494,4507778.5165112,0
DRE.US,D,20150921,000000,15.1653,15.4438,15.1653,15.3085,2073191.9280627,0
DRE.US,D,20150922,000000,15.0748,15.3016,14.9534,15.0141,2299988.2961627,0
DRE.US,D,20150923,000000,15.0459,15.2459,14.9793,15.1792,1463071.3825477,0
DRE.US,D,20150924,000000,15.1414,15.2359,14.7396,15.1653,3156089.0129337,0
DRE.US,D,20150925,000000,15.2459,15.5184,15.1185,15.3016,4059066.9377099,0
DRE.US,D,20150928,000000,15.2051,15.3155,14.9395,15.0748,2514013.2240085,0
DRE.US,D,20150929,000000,15.1185,15.4219,15.038,15.2856,3127486.7375821,0
DRE.US,D,20150930,000000,15.3961,15.4219,15.1335,15.227,3196667.4668499,0
DRE.US,D,20151001,000000,15.2459,15.4279,15.1653,15.3473,2056302.4196923,0
DRE.US,D,20151002,000000,15.2697,15.5711,15.0599,15.5711,2407192.7891408,0
DRE.US,D,20151005,000000,15.6616,15.969,15.587,15.9381,2511008.1201024,0
DRE.US,D,20151006,000000,15.9381,16.1241,15.8466,15.9013,1807239.7296756,0
DRE.US,D,20151007,000000,15.9232,16.2922,15.9232,16.2853,3020780.916915,0
DRE.US,D,20151008,000000,16.2703,16.4693,16.1808,16.4285,2367540.2973181,0
DRE.US,D,20151009,000000,16.4195,16.5618,16.3638,16.516,3168641.2786641,0
DRE.US,D,20151012,000000,16.5389,16.8204,16.1142,16.7468,3776865.6629322,0
DRE.US,D,20151013,000000,16.6612,16.7627,16.4912,16.5389,3049802.4389473,0
DRE.US,D,20151014,000000,16.5618,16.5618,16.1808,16.2853,3071321.7577854,0
DRE.US,D,20151015,000000,16.338,16.5309,16.2435,16.4424,3550180.8928696,0
DRE.US,D,20151016,000000,16.4912,16.6523,16.4514,16.5309,2347772.3638947,0
DRE.US,D,20151019,000000,16.4912,16.8273,16.4514,16.8273,2661912.7958789,0
DRE.US,D,20151020,000000,16.7627,16.891,16.6881,16.8074,5951727.4245541,0
DRE.US,D,20151021,000000,16.8343,16.9069,16.4195,16.6831,3155885.9246135,0
DRE.US,D,20151022,000000,16.7468,16.9706,16.6781,16.8273,4264349.0139104,0
DRE.US,D,20151023,000000,16.8731,16.9477,16.6384,16.7537,2185525.9092072,0
DRE.US,D,20151026,000000,16.7706,16.7895,16.5856,16.7537,1842266.4325815,0
DRE.US,D,20151027,000000,16.7378,16.8134,16.5618,16.6612,2295483.1537728,0
DRE.US,D,20151028,000000,16.6781,16.8343,16.4126,16.8343,3057182.990227,0
DRE.US,D,20151029,000000,16.7537,16.8423,16.4335,16.7378,2235566.0669912,0
DRE.US,D,20151030,000000,16.7378,16.8074,16.5478,16.5478,2852153.2663451,0
DRE.US,D,20151102,000000,16.5767,16.898,16.5389,16.898,2391229.2428639,0
DRE.US,D,20151103,000000,16.8273,16.8492,16.6612,16.7537,1827129.3150135,0
DRE.US,D,20151104,000000,16.7975,16.8423,16.6453,16.6831,1664154.959614,0
DRE.US,D,20151105,000000,16.6881,16.8273,16.6205,16.8134,1539285.8043305,0
DRE.US,D,20151106,000000,16.5767,16.6205,16.1142,16.2345,2912574.0523763,0
DRE.US,D,20151109,000000,15.78,16.0296,15.5791,15.8267,3237599.8172449,0
DRE.US,D,20151110,000000,15.8029,15.969,15.772,15.9471,3592086.4585811,0
DRE.US,D,20151111,000000,16.0068,16.0456,15.8844,15.9063,4751966.0814558,0
DRE.US,D,20151112,000000,15.8347,15.9232,15.6905,15.7114,3749888.0941422,0
DRE.US,D,20151113,000000,15.7183,15.8247,15.5632,15.5632,2944813.8205122,0
DRE.US,D,20151116,000000,15.5413,15.8605,15.5413,15.8536,2113237.5264854,0
DRE.US,D,20151117,000000,15.8536,15.9809,15.5482,15.8844,2306501.1978368,0
